Estrato,Estadillo,Cla,Subclase,Especie,CD,NPies,ABas,VCC,VSC,IAVC,VLE,BA,BR,CA,CR,Proceso,Provincia
"04","0299","A","1","045",40,14.14711800217229,1.685669444444445,3.246183718770085,2.750188919128959,0.04291285973428616,2.002613715798927,12.92338658102566,5.45150753457821,6.461693290512828,2.725753767289105,"45","45"
"04","0299","A","1","045",50,5.092962480782025,0.9082089999999999,1.723670689018457,1.480913436321588,0.0186743064309232,1.209381863723187,7.474321141139832,2.937176219684937,3.737160570569916,1.468588109842468,"45","45"
"04","0299","A","1","045",60,10.18592496156405,2.691202000000001,5.128705760322137,4.459453766955207,0.04465343809642787,4.005322574020952,24.35574720443955,8.703431167020522,12.17787360221977,4.351715583510261,"45","45"
"04","0299","A","1","045",65,5.092962480782025,1.800964,3.637010802094824,3.194554220962157,0.02537192568054908,2.910838280508679,19.99914163767011,5.824373721586839,9.999570818835055,2.912186860793419,"45","45"
"04","0303","A","1","045",30,14.14711800217229,1.023469444444444,1.831846830854581,1.506326995985115,0.03366780395005076,1.055792530559245,6.079382838038018,3.30993209029681,3.039691419019009,1.654966045148405,"45","45"
"04","0303","A","1","045",40,14.14711800217229,1.813511111111111,3.295647087125435,2.793809543586736,0.04443363219740894,2.199525426097583,12.6990892105895,5.864951470080083,6.34954460529475,2.932475735040041,"45","45"
"04","0303","A","1","045",55,5.092962480782025,1.221025,2.276390610613748,1.972504271340647,0.02137588620133872,1.767974932819262,10.31023032922819,3.948832915816513,5.155115164614097,1.974416457908257,"45","45"
"04","0304","A","1","045",20,31.83101550488765,0.7876562499999999,1.348302916024675,0.9622554365170128,0.04370941289291464,0.5997830582688379,3.448111119197211,2.547304867917201,1.724055559598606,1.273652433958601,"45","45"
"04","0304","A","1","045",25,14.14711800217229,0.626736111111111,1.121413566167847,0.8840108602432571,0.02631125144203749,0.5627512469188571,3.26151945599261,2.026884122017478,1.630759727996305,1.013442061008739,"45","45"
"04","0304","A","1","045",30,28.29423600434458,2.145913888888889,3.871863694220905,3.195285678286754,0.06892410386725456,2.243473888543919,13.05130192533695,6.939952416168598,6.525650962668473,3.469976208084299,"45","45"
"04","0304","A","1","045",45,10.18592496156405,1.6021,3.024346447376704,2.587098449537399,0.03522961312347681,2.05895708473708,12.66203012900534,5.18124134594266,6.331015064502669,2.59062067297133,"45","45"
"04","0304","A","1","045",55,5.092962480782025,1.285956,2.285390410583101,1.980531849706864,0.02187900461089649,1.889492383601169,9.923202816408253,4.158821794059697,4.961601408204126,2.079410897029848,"45","45"
"05","0305","A","1","045",40,14.14711800217229,1.604444444444444,2.989864472009763,2.524275866579219,0.04191054816659066,1.879663796238454,11.40786097686086,5.188823352364744,5.703930488430428,2.594411676182372,"45","45"
"05","0305","A","1","045",55,5.092962480782025,1.205604,2.18164810406616,1.888041481980758,0.02125385261450417,1.739378961564602,9.53384970540395,3.898960921062265,4.766924852701975,1.949480460531132,"45","45"
"15","0310","A","1","045",45,5.092962480782025,0.8593290000000001,1.671231608731423,1.434419134615777,0.01820133644438339,1.126518029414712,7.35935203714656,2.77909677583644,3.67967601857328,1.38954838791822,"45","45"
"15","0310","A","1","045",50,5.092962480782025,1,1.928483134140363,1.662748277619478,0.01952124123751087,1.36839107259448,8.714822935864294,3.234031175296586,4.357411467932147,1.617015587648293,"45","45"
"15","0310","A","1","045",70,5.092962480782025,2.010724,3.684899139876263,3.237874030564288,0.02659754751539809,3.352782441870398,17.92820068154059,6.502744100917052,8.964100340770296,3.251372050458526,"45","45"
"15","0310","A","1","046",60,5.092962480782025,1.3225,2.994683642239465,2.532443245245014,0.03655472183510049,3.028606414476555,4.478849881747778,1.395920537052894,2.239424940873889,0.6979602685264469,"45","45"
"15","0310","A","1","046",65,5.092962480782025,1.731856,4.353440419894316,3.58100054686936,0.0456024681046589,3.830411412490095,5.421012551203425,1.828002538841797,2.710506275601713,0.9140012694208983,"45","45"
"04","0312","A","1","045",45,10.18592496156405,1.601885,3.025713036175264,2.58835982576989,0.03520751574725423,2.060070887584264,12.67490582652773,5.180546029239971,6.337452913263867,2.590273014619985,"45","45"
"04","0312","A","1","045",55,5.092962480782025,1.306449,2.615194223667086,2.275219136515983,0.02203434244766897,1.928210917599927,13.22814833635197,4.225096794935049,6.614074168175987,2.112548397467525,"45","45"
"04","0313","A","1","045",15,31.83101550488765,0.45225625,0.9649921149022056,0.6784751427498185,0.03234782949489255,0.2943455062896065,1.824071876211954,1.462610811722726,0.9120359381059768,0.7313054058613631,"45","45"
"04","0313","A","1","045",25,14.14711800217229,0.6972249999999999,1.766530449767863,1.445920447094041,0.02777822990465391,0.6452133466627722,3.818396012425141,2.254847386196162,1.90919800621257,1.127423693098081,"45","45"
"04","0313","A","1","045",40,14.14711800217229,1.655511111111111,3.146384460627938,2.662202747206889,0.04254413447007479,1.956762962103094,12.3108416675702,5.353974544383223,6.155420833785101,2.676987272191611,"45","45"
"04","0313","A","1","046",50,5.092962480782025,1.046529,2.215322746978289,1.842001969440364,0.02955819438045152,2.357806814204779,3.269917946865163,1.104628600167431,1.634958973432581,0.5523143000837156,"45","45"
"04","0314","A","1","045",25,14.14711800217229,0.7540027777777778,1.697320624938078,1.386495670847014,0.02890067933858902,0.7133861210779684,4.019970752988655,2.438468489593558,2.009985376494328,1.219234244796779,"45","45"
"04","0314","A","1","045",35,14.14711800217229,1.357225,2.58396719470418,2.166971360646468,0.03866079808659655,1.516499897480272,9.590649480040364,4.389307961891909,4.795324740020182,2.194653980945954,"45","45"
"04","0314","A","1","045",40,14.14711800217229,1.936736111111111,3.717831500908768,3.166452367991546,0.04583967026577759,2.39308629737985,15.30400336664328,6.263464961656005,7.652001683321641,3.131732480828003,"45","45"
"04","0314","A","1","045",45,5.092962480782025,0.7242010000000001,1.285768228930389,1.093426203106763,0.01680062198068497,0.9045077371716028,4.981634295803564,2.342088611180962,2.490817147901782,1.171044305590481,"45","45"
"04","0314","A","1","045",50,5.092962480782025,0.9702250000000001,1.828565915999145,1.573992674468176,0.01925206901329471,1.316339344271236,7.985701297140388,3.13773789705213,3.992850648570194,1.568868948526065,"45","45"
"16","0316","A","1","045",15,63.6620310097753,1.47490625,3.136019924715603,2.343751251778195,0.08440538050106583,1.102373273043835,6.546250044601263,4.769892793139779,3.273125022300631,2.38494639656989,"45","45"
"16","0316","A","1","045",20,63.6620310097753,2.0255625,4.986858847806312,3.931767930364734,0.09964105108610442,1.659413267506278,10.09970253469477,6.55073227251169,5.049851267347384,3.275366136255845,"45","45"
"16","0316","A","1","045",35,14.14711800217229,1.318669444444444,2.573749786827224,2.15798415167448,0.03812342518109463,1.461452572467393,9.672967306060579,4.264618093244363,4.83648365303029,2.132309046622181,"45","45"
"16","0316","A","1","045",40,14.14711800217229,1.782225,3.472113669023165,2.949497089617773,0.04406755278987926,2.150961427442223,14.20105543377426,5.763771211392957,7.100527716887131,2.881885605696478,"45","45"
"16","0316","A","1","046",30,14.14711800217229,0.9506249999999998,2.543795259371613,1.835788514244003,0.02966907109924028,1.332408266517079,3.723251204008162,1.003400348231309,1.861625602004081,0.5017001741156547,"45","45"
"16","0316","A","1","046",40,14.14711800217229,1.7161,4.600885645426032,3.567051631263581,0.04939375890950224,2.840132772354703,6.407854803085663,1.811371821275214,3.203927401542832,0.905685910637607,"45","45"
"16","0316","A","1","046",55,10.18592496156405,2.34145,5.167682177649031,4.335812459233374,0.06557351032701755,5.316664013831065,7.795372726500897,2.471439048379961,3.897686363250449,1.23571952418998,"45","45"
"05","0319","A","1","045",40,28.29423600434458,3.452377777777778,8.061653602956707,6.835773541188794,0.08676568493616954,4.131499505854248,24.9971124616535,11.16509736223448,12.49855623082675,5.582548681117239,"45","45"
"05","0319","A","1","045",65,5.092962480782025,1.700416,3.07228465804056,2.685285467815719,0.0247489515453604,2.704007678937148,14.27173254290593,5.499198354973118,7.135866271452966,2.749599177486559,"45","45"
"05","0319","A","1","045",70,5.092962480782025,2.735716,5.129503127431741,4.55452722600228,0.03023067929563297,4.976953660690443,27.1128581326779,8.847390830757675,13.55642906633895,4.423695415378837,"45","45"
"05","0320","A","1","045",45,5.092962480782025,0.7516889999999999,1.379435992465043,1.176162587435887,0.01709776147282407,0.9487891629326842,5.535471798378723,2.430985660127515,2.767735899189362,1.215492830063758,"45","45"
"05","0320","A","1","045",55,5.092962480782025,1.181569,2.275605107181414,1.971803658670862,0.02106162102567482,1.695015965135296,10.65862703764898,3.821230981764012,5.329313518824491,1.910615490882006,"45","45"
"15","0322","A","1","046",25,14.14711800217229,0.8010250000000001,2.057951980041291,1.428191550743079,0.0265599609059754,1.069927409165305,2.937523072589396,0.8454950836996554,1.468761536294698,0.4227475418498277,"45","45"
"15","0322","A","1","046",35,14.14711800217229,1.480277777777778,3.88175950344427,2.960822961449159,0.04294876185407873,2.350058666549108,5.336497577663053,1.562457580750865,2.668248788831526,0.7812287903754327,"45","45"
"15","0322","A","1","046",50,10.18592496156405,1.96813,5.007391627641986,4.002426805597945,0.05578203039300447,3.713018058250639,6.420696818661276,2.077393638253241,3.210348409330638,1.038696819126621,"45","45"
"15","0322","A","1","046",65,5.092962480782025,1.752976,4.069738071258554,3.493218344008615,0.04602240650909641,4.094112426317134,5.76356723184103,1.850295046775678,2.881783615920515,0.9251475233878389,"45","45"
"04","0324","A","1","045",65,10.18592496156405,3.387652,6.624971047157227,5.803359984633011,0.04939321372240103,5.383964920319418,34.20068159252101,10.95577217905583,17.10034079626051,5.477886089527914,"45","45"
"04","0324","A","1","045",70,15.27888744234608,7.278948000000001,14.08737096943582,12.48146072104845,0.08581791275685868,12.89402373092378,76.72262099185345,23.54034475536274,38.36131049592672,11.77017237768137,"45","45"
"04","0326","A","1","045",15,31.83101550488765,0.7568999999999999,2.173197166713603,1.709747240610211,0.04279274148725464,0.5699029779410126,3.449645553895333,2.447838196581985,1.724822776947666,1.223919098290992,"45","45"
"04","0326","A","1","045",30,14.14711800217229,0.9506249999999998,1.759123884995752,1.44254771059512,0.03245748273525806,0.9603709119984619,5.795766049255208,3.074350886016317,2.897883024627604,1.537175443008158,"45","45"
"04","0326","A","1","045",40,28.29423600434458,3.584047222222222,6.807970299348677,5.778932037183011,0.08827747712710662,4.337757886271624,27.18607142900428,11.5909204504018,13.59303571450214,5.795460225200898,"45","45"
"04","0326","A","1","045",45,5.092962480782025,0.8836000000000001,1.713108375074347,1.47154650001094,0.01843821792514225,1.167501317689133,7.566934982460136,2.857589946492063,3.783467491230068,1.428794973246031,"45","45"
"04","0326","A","1","046",60,5.092962480782025,1.5376,3.726189998879117,3.08327473443575,0.04152097152380693,3.858800038982952,4.891962595593606,1.622962130640854,2.445981297796803,0.811481065320427,"45","45"
"05","0327","A","1","045",40,14.14711800217229,1.7956,3.506296303939925,2.979666559850375,0.04422452216719539,2.171693553880081,14.40595032295723,5.80702637836255,7.202975161478613,2.903513189181275,"45","45"
"05","0327","A","1","045",45,5.092962480782025,0.887364,1.56813603831081,1.343084396134534,0.01847459084747989,1.173885901450598,6.312558385229223,2.86976283983588,3.156279192614611,1.43488141991794,"45","45"
"05","0327","A","1","045",55,5.092962480782025,1.179396,2.22499203104127,1.926672329737062,0.02104411727373254,1.691017611113053,10.14884297854317,3.814203432020091,5.074421489271583,1.907101716010046,"45","45"
"05","0327","A","1","045",60,5.092962480782025,1.493284,3.859356453757901,3.359338540077265,0.02338155351245569,2.28892447863111,12.07981517642915,4.829327009571587,6.039907588214574,2.414663504785794,"45","45"
"05","0327","A","1","045",65,5.092962480782025,1.602756,2.977859562130183,2.600417877151788,0.02411920193166228,2.506403703580226,14.16152600401924,5.183362870393654,7.080763002009618,2.591681435196827,"45","45"
"04","0328","A","1","045",10,127.3240620195506,1.5376,2.887978612699377,1.885784915907023,0.1181621664175895,0.955734967367997,6.168822284257336,4.972646335136031,3.084411142128668,2.486323167568016,"45","45"
"04","0328","A","1","045",15,63.6620310097753,1.44933125,2.945099800673143,2.178731023668766,0.08361781461550194,1.077949745267679,6.309663244526248,4.687182445831569,3.154831622263124,2.343591222915784,"45","45"
"04","0328","A","1","045",20,31.83101550488765,0.9409000000000001,2.174299591747356,1.710689672557625,0.04801150864682738,0.7534404008033122,4.365726341720826,3.042899932836557,2.182863170860413,1.521449966418279,"45","45"
"04","0328","A","1","045",30,14.14711800217229,1.030225,1.815274198374147,1.491790977125366,0.03377752034075338,1.064741838076311,6.003943703665978,3.331779767569925,3.001971851832989,1.665889883784962,"45","45"
"04","0328","A","1","045",35,14.14711800217229,1.273136111111111,2.39945952226521,2.004731790602325,0.03747685723596036,1.397027746327975,8.680566628060058,4.117361873729191,4.340283314030029,2.058680936864596,"45","45"
"02","0329","A","1","045",40,14.14711800217229,1.659802777777778,3.127541283300469,2.645593690072816,0.04259684860914954,1.963273414334051,12.15128770069125,5.367853928177205,6.075643850345626,2.683926964088602,"45","45"
"02","0329","A","1","045",45,5.092962480782025,0.896809,1.69324970815411,1.453938078506573,0.01856544104053044,1.18994044020281,7.27885853064222,2.900308264286556,3.63942926532111,1.450154132143278,"45","45"
"02","0329","A","1","045",50,5.092962480782025,1.096209,2.077096058199388,1.794928830837124,0.02035781106347016,1.539545822071011,9.376782028208646,3.545174080640695,4.688391014104323,1.772587040320348,"45","45"
"02","0329","A","1","045",55,5.092962480782025,1.205604,2.320823590706054,2.012144491641009,0.02125385261450417,1.739378961564602,10.91163306400108,3.898960921062265,5.45581653200054,1.949480460531132,"45","45"
"05","0330","A","1","045",20,31.83101550488765,0.7656249999999999,1.400046813099864,1.007433802268301,0.04305479423314602,0.5783451375641031,3.414588642253019,2.476055118586448,1.707294321126509,1.238027559293224,"45","45"
"05","0330","A","1","045",25,14.14711800217229,0.8220444444444446,1.541109688100887,1.251449870433333,0.03018505098500796,0.7970124107062773,4.887204083005615,2.658517360812695,2.443602041502808,1.329258680406348,"45","45"
"05","0330","A","1","045",30,14.14711800217229,1.0816,2.027621551442163,1.678111396497764,0.03459873146448648,1.133338340715459,6.978738754185665,3.497928119200787,3.489369377092832,1.748964059600393,"45","45"
"05","0330","A","1","045",40,28.29423600434458,3.346222222222222,6.566293193517962,5.565690667067101,0.08550794878357348,3.967673354161458,26.68774169319177,10.82178698613689,13.34387084659588,5.410893493068444,"45","45"
"05","0330","A","1","045",50,5.092962480782025,0.978121,1.941451837550726,1.674274962651708,0.0193239515005976,1.330099433727197,9.06084421385145,3.163273807212272,4.530422106925725,1.581636903606136,"45","45"
"05","0331","A","1","045",25,28.29423600434458,1.635102777777778,3.670493333271405,3.009897276702569,0.06020283590906163,1.582903381286525,8.875470611586278,5.287973358147379,4.437735305793139,2.64398667907369,"45","45"
"05","0331","A","1","045",35,14.14711800217229,1.307211111111111,2.299919036889589,1.917251344184199,0.03796195915079728,1.445180055437578,8.049726178993531,4.227561486027421,4.024863089496765,2.11378074301371,"45","45"
"05","0331","A","1","045",65,5.092962480782025,1.784896,3.115383794615597,2.72404931890157,0.02527401179073876,2.877561216739192,14.04275304025398,5.772409308662175,7.021376520126991,2.886204654331087,"45","45"
"15","0332","A","1","044",70,5.092962480782025,3.218436000000001,6.384534144266643,5.886154021625257,0.01727587982599055,3.631100027305431,13.90418771360999,6.925355428302231,6.952093856804995,3.462677714151115,"45","45"
"15","0332","A","1","045",50,5.092962480782025,1.094116,2.189816578917576,1.895320428631149,0.02034011962514258,1.535775564874158,10.62507123572868,3.538405253390799,5.312535617864341,1.769202626695399,"45","45"
"15","0332","A","1","045",70,5.092962480782025,2.972176,5.814008974755698,5.185072803858443,0.03125805009908854,5.535481245169992,33.30590458799915,9.612109842468305,16.65295229399958,4.806054921234153,"45","45"
"15","0332","A","1","046",50,5.092962480782025,1.0201,2.398074339925643,2.003444749563689,0.02885606725265355,2.294165919162607,4.099474829320173,1.07673235527233,2.049737414660087,0.5383661776361651,"45","45"
"15","0332","A","1","046",65,5.092962480782025,1.731856,4.418981250667815,3.807426757773729,0.0456024681046589,4.041367727698762,7.115078906138347,1.828002538841797,3.557539453069174,0.9140012694208983,"45","45"
"02","0336","A","1","045",15,31.83101550488765,0.4000562499999999,0.9764007825101626,0.6881982513073742,0.03021011652299484,0.2514903828629417,1.605312079233764,1.293794384372245,0.8026560396168819,0.6468971921861223,"45","45"
"02","0336","A","1","045",30,28.29423600434458,2.056547222222222,3.912245303899057,3.230868196938012,0.06737584871481966,2.128978041375726,13.4029453424321,6.650937830136261,6.701472671216048,3.32546891506813,"45","45"
"02","0336","A","1","045",35,14.14711800217229,1.173611111111111,2.24815802974359,1.871774450155438,0.03601521707594563,1.258493242739683,8.037266132217008,3.795494921007799,4.018633066108504,1.897747460503899,"45","45"
"02","0336","A","1","045",40,14.14711800217229,1.813511111111111,3.477281158749092,2.954057650462964,0.04443363219740894,2.199525426097583,14.05491857449395,5.864951470080083,7.027459287246974,2.932475735040041,"45","45"
"05","0339","A","1","045",30,14.14711800217229,0.9900249999999998,1.773335873095989,1.455010501205563,0.03311843996993224,1.011735120816553,5.83620680842234,3.201771714323002,2.91810340421117,1.600885857161501,"45","45"
"05","0339","A","1","045",35,14.14711800217229,1.388469444444444,2.611632674423857,2.191307580453497,0.03908975797907158,1.561435217401439,9.662945808735868,4.490353469280064,4.831472904367934,2.245176734640032,"45","45"
"05","0339","A","1","045",45,10.18592496156405,1.589684,3.684899956662755,3.149489054196153,0.03507792778341123,2.040249730336836,12.31568455111314,5.141087614870179,6.157842275556569,2.570543807435089,"45","45"
"04","0340","A","1","045",20,63.6620310097753,1.64453125,3.822772533044033,2.972020784422633,0.08937535026570924,1.268698622070833,7.389119644566335,5.318465331249463,3.694559822283168,2.659232665624732,"45","45"
"04","0340","A","1","045",25,14.14711800217229,0.5903361111111111,1.501946166879075,1.218870142388335,0.02551769050467511,0.5211680191800411,3.090029443659889,1.909165387236682,1.545014721829945,0.9545826936183412,"45","45"
"04","0340","A","1","045",30,14.14711800217229,1.113025,2.058939017553493,1.705602919816612,0.03509005049083658,1.175757059886643,7.091427132859184,3.599557548884482,3.545713566429592,1.799778774442241,"45","45"
"04","0340","A","1","045",35,28.29423600434458,2.809336111111111,5.223057728940993,4.382641788935654,0.0785429886103214,3.173647086352545,19.26946089309004,9.085480565219804,9.634730446545021,4.542740282609902,"45","45"
"04","0342","A","1","045",15,95.49304651466295,1.79548125,3.931154666073404,2.918986256770778,0.1129655714805839,1.267604892176672,7.525233853488419,5.806642337160483,3.762616926744209,2.903321168580241,"45","45"
"04","0342","A","1","045",25,14.14711800217229,0.6032111111111111,1.096889072996363,0.8625578980563444,0.02580139838513871,0.5357957423433223,3.153714916473647,1.950803538618626,1.576857458236824,0.975401769309313,"45","45"
"04","0342","A","1","045",30,14.14711800217229,0.8773444444444446,1.652619185938071,1.349172679969001,0.03118540194032113,0.866445255029945,5.356714860591667,2.837359284806597,2.678357430295834,1.418679642403299,"45","45"
"04","0342","A","1","045",40,14.14711800217229,1.6129,2.948726826815975,2.488038380019618,0.04201627622160559,1.892382440986744,11.10034762652033,5.216168882635863,5.550173813260165,2.608084441317931,"45","45"
"04","0342","A","1","045",45,5.092962480782025,0.731025,1.375064133591135,1.172299154877709,0.01687501946555093,0.9154571140132891,5.610525777704692,2.364157639921187,2.805262888852346,1.182078819960593,"45","45"
"04","0342","A","1","045",50,5.092962480782025,1.094116,2.073221015256726,1.791479691719811,0.02034011962514258,1.535775564874158,9.355898907241237,3.538405253390799,4.677949453620618,1.769202626695399,"45","45"
"04","0342","A","1","046",55,5.092962480782025,1.270129,2.562027950089235,2.14852023900578,0.03527805660466951,2.900487105127447,3.332090989498339,1.340642083785599,1.666045494749169,0.6703210418927997,"45","45"
"04","0343","A","1","045",25,14.14711800217229,0.6240999999999999,1.177425432939813,0.9330150397125118,0.0262546532374891,0.5597162619071808,3.426393044169612,2.018358856502599,1.713196522084806,1.009179428251299,"45","45"
"04","0343","A","1","045",50,5.092962480782025,1.083681,1.996553500825811,1.723266911618184,0.02025159205111017,1.517008820904708,8.706935358210334,3.504658138076579,4.353467679105167,1.75232906903829,"45","45"
"04","0343","A","1","046",55,5.092962480782025,1.183744,2.852736402945065,2.297787201512441,0.03311796449059831,2.35235131752946,3.424127107446364,1.249461293166836,1.712063553723182,0.6247306465834179,"45","45"
"01","0345","A","1","045",15,31.83101550488765,0.5148062499999998,1.08036268663569,0.7768134739694016,0.03474378283298018,0.3475656762500847,2.101160717810116,1.664899461737528,1.050580358905058,0.8324497308687638,"45","45"
"01","0345","A","1","045",25,42.44135400651687,2.295016666666667,5.013120921010652,4.086441254184854,0.08731520787898067,2.181032854833459,13.51872122176176,7.422155447825252,6.759360610880878,3.711077723912626,"45","45"
"01","0345","A","1","045",40,14.14711800217229,1.813511111111111,3.449054363325367,2.929147203561146,0.04443363219740894,2.199525426097583,13.82894689411918,5.864951470080083,6.914473447059589,2.932475735040041,"45","45"
"01","0345","A","1","045",45,5.092962480782025,0.7638760000000001,1.435410846727778,1.225643287056798,0.0172273822817845,0.9685697648475257,5.913148335717843,2.470398798060855,2.956574167858922,1.235199399030428,"45","45"
"05","0347","A","1","045",25,14.14711800217229,0.6084000000000001,1.408615350366049,1.138860952117956,0.02591479030088685,0.5417161466451428,3.107703929822184,1.967584567050442,1.553851964911092,0.9837922835252212,"45","45"
"05","0347","A","1","045",30,14.14711800217229,0.9184027777777777,2.310946330327648,1.914182562331635,0.03190525132425296,0.9188085633045447,5.396621920110103,2.970143214812315,2.698310960055052,1.485071607406158,"45","45"
"05","0347","A","1","045",35,28.29423600434458,2.584111111111111,6.066511713430456,5.075389961523271,0.07549276873462434,2.847508930794882,15.87584534388443,8.357095893763629,7.937922671942217,4.178547946881815,"45","45"
"05","0347","A","1","045",40,14.14711800217229,1.955336111111111,3.732717989542476,3.179602704931184,0.04604716410767326,2.422612604257098,15.31415359058996,6.323617941516522,7.657076795294982,3.161808970758261,"45","45"
"05","0347","A","1","045",45,15.27888744234608,2.519613000000001,5.839943689790506,4.991274508363015,0.05401770232808774,3.28227098276287,18.51656546263736,8.148506991682558,9.25828273131868,4.074253495841279,"45","45"
"05","0347","A","1","045",50,5.092962480782025,1.054729,1.914481391601061,1.650305146978602,0.02000309078658828,1.465208831278083,8.174944342196151,3.411026467489393,4.087472171098075,1.705513233744697,"45","45"
"05","0347","A","1","045",65,5.092962480782025,1.784896,4.751979200814931,4.170419066389615,0.02527401179073876,2.877561216739192,15.17259857469259,5.772409308662175,7.586299287346296,2.886204654331087,"45","45"
"16","0348","A","1","045",20,31.83101550488765,0.9801000000000001,2.679857311079335,2.143155080627803,0.04904963148718284,0.7939482372251655,4.790729240531633,3.169673954908184,2.395364620265816,1.584836977454092,"45","45"
"16","0348","A","1","046",50,10.18592496156405,1.876597,3.888181774324546,3.205834699328138,0.05330046534584813,4.196063179134079,5.791684872868797,1.980779048825595,2.895842436434398,0.9903895244127973,"45","45"
"16","0348","A","1","046",70,15.27888744234608,11.304948,29.86499933573416,26.95362011159799,0.1703366423001241,27.96995114226103,39.86694997949643,11.9325588533195,19.93347498974821,5.966279426659749,"45","45"
"05","0350","A","1","045",45,5.092962480782025,0.8779690000000001,1.649237354696619,1.414925758180418,0.01838362335043854,1.157964253336193,7.016202731737751,2.839379116943968,3.508101365868876,1.419689558471984,"45","45"
"05","0350","A","1","045",55,5.092962480782025,1.249924,2.322402102015134,2.013553069232197,0.02160191002470778,1.821838864341021,10.52636819166425,4.042293182751409,5.263184095832124,2.021146591375705,"45","45"
"15","0351","A","1","045",15,159.1550775244383,2.77580625,6.600472036712357,4.906252811095911,0.1808736358017586,1.916723737271661,11.51087274506716,8.977043949083109,5.75543637253358,4.488521974541555,"45","45"
"15","0351","A","1","045",25,14.14711800217229,0.626736111111111,1.668244794311863,1.361537639110278,0.02631125144203749,0.5627512469188571,3.396236259683538,2.026884122017478,1.698118129841769,1.013442061008739,"45","45"
"15","0351","A","1","046",45,20.3718499231281,3.06691,7.868429352302955,6.186732776759855,0.08769504033336378,5.394811731760511,10.35926994384919,3.23717402971107,5.179634971924595,1.618587014855535,"45","45"
"05","0352","A","1","045",30,14.14711800217229,1.1025,2.039913239309462,1.6889010676728,0.03492639478604403,1.161511750401675,7.008223894480195,3.565519370764485,3.504111947240097,1.782759685382243,"45","45"
"05","0352","A","1","045",50,5.092962480782025,1.050625,1.959881328702133,1.69065788584428,0.01996751553138818,1.45789834120254,8.608978534158496,3.397754003545975,4.304489267079248,1.698877001772988,"45","45"
"05","0352","A","1","045",60,5.092962480782025,1.371241,2.631905929665236,2.290177922771951,0.02251518517893814,2.05175019163122,12.66707580191716,4.434636142844864,6.333537900958581,2.217318071422432,"45","45"
"05","0352","A","1","045",65,5.092962480782025,1.5876,4.168301200607182,3.638835725454611,0.0240191484170595,2.476036463892794,13.12127346147336,5.134347893900859,6.560636730736682,2.56717394695043,"45","45"
"05","0352","A","1","045",70,5.092962480782025,2.119936,5.525876973497429,4.882382227524684,0.02720019521505843,3.588192994141829,18.13178466130235,6.855939113633543,9.065892330651177,3.427969556816771,"45","45"
"01","0354","A","1","045",10,254.6481240391012,2.262325,4.621332605143445,2.788361140260288,0.1981132369608776,1.291072037946342,9.076405355250047,7.316429578652848,4.538202677625024,3.658214789326424,"45","45"
"01","0354","A","1","045",15,127.3240620195506,2.2993375,5.289677120357175,3.932972834500035,0.147452521595264,1.603613410049344,9.577900957850787,7.436129157528513,4.788950478925393,3.718064578764257,"45","45"
"01","0354","A","1","045",20,127.3240620195506,3.887875,9.619274499633168,7.63179981034124,0.1948622207333136,3.152078528854194,18.55228448440021,12.57350895565621,9.276142242200105,6.286754477828105,"45","45"
"01","0354","A","1","045",25,14.14711800217229,0.7511111111111112,2.113701260699782,1.744360971064869,0.02884468068777146,0.7098779247876508,4.406660479974095,2.429116749444991,2.203330239987047,1.214558374722496,"45","45"
"01","0354","A","1","045",30,14.14711800217229,0.8525444444444447,2.211146970838553,1.828234774168353,0.03074132286680779,0.8351491574623671,4.985374086936162,2.757155311659241,2.492687043468081,1.378577655829621,"45","45"
"04","0359","A","1","045",20,31.83101550488765,0.8649,1.839734584827543,1.424800790936882,0.04592963237455738,0.6762707621065621,3.87503830862716,2.797113563514017,1.93751915431358,1.398556781757009,"45","45"
"04","0359","A","1","045",25,14.14711800217229,0.6084000000000001,1.531728906520871,1.24441079369643,0.02591479030088685,0.5417161466451428,3.199678317525508,1.967584567050442,1.599839158762754,0.9837922835252212,"45","45"
"04","0359","A","1","045",35,14.14711800217229,1.384544444444444,2.548434949249244,2.135718758963367,0.03903618361073085,1.555774475768574,9.277187337777438,4.477659896917023,4.638593668888719,2.238829948458512,"45","45"
"04","0359","A","1","045",45,5.092962480782025,0.779689,1.484936969300582,1.269447335626521,0.01739369977209722,0.9943689602852395,6.233829736980453,2.52153853303582,3.116914868490226,1.26076926651791,"45","45"
"04","0359","A","1","045",50,5.092962480782025,1.034289,1.896016173868715,1.633898138133189,0.01982502682420245,1.428879167849201,8.145791384044056,3.344922870266331,4.072895692022028,1.672461435133165,"45","45"
"04","0363","A","1","045",25,14.14711800217229,0.626736111111111,1.189691052285431,0.9437474773699809,0.02631125144203749,0.5627512469188571,3.469718205695104,2.026884122017478,1.734859102847552,1.013442061008739,"45","45"
"04","0363","A","1","045",50,15.27888744234608,3.156829,6.045206659139576,5.219277880707147,0.05993612768152079,4.383371223411965,27.44066220403739,10.20928340108035,13.7203311020187,5.104641700540173,"45","45"
"04","0363","A","1","045",55,5.092962480782025,1.203409,2.281402506849586,1.97697465590469,0.02123640047631784,1.735317035598168,10.51363484832859,3.891862222632489,5.256817424164296,1.945931111316245,"45","45"
"17","0364","A","1","026",45,15.27888744234608,2.360306,14.71670474403268,9.934746310852395,0.4927952940187223,0.7332328599193697,8.786397497816692,2.816668331910814,4.393198748908346,1.408334165955407,"45","45"
