Estrato,Estadillo,Cla,Subclase,Especie,CD,NPies,ABas,VCC,VSC,IAVC,VLE,BA,BR,CA,CR,Proceso,Provincia
"17","0006","A","1","023",45,35.65073736547417,5.829593,35.26540386815743,27.23180826940223,0.5125345597838853,3.58702554273776,32.67573929826427,8.68429528996464,16.33786964913213,4.34214764498232,"45","45"
"17","0006","A","1","023",55,10.18592496156405,2.441682,14.4552226780267,11.38644692104166,0.1733374329211731,1.837076066117689,14.63888745677769,3.637352983680239,7.319443728388847,1.818676491840119,"45","45"
"04","0007","A","1","045",10,254.6481240391012,2.542825,5.792992314781993,3.786136785021458,0.2121463207714107,1.497915719620567,10.20176608023326,8.223575323323541,5.100883040116629,4.11178766166177,"45","45"
"04","0007","A","1","045",15,95.49304651466295,1.451925,3.728667473963656,2.746290044144646,0.1006342952730537,0.9646324552966904,5.9235223473818,4.695570714192495,2.9617611736909,2.347785357096248,"45","45"
"04","0007","A","1","045",20,95.49304651466295,3.12203125,5.82948252228525,4.445682953641672,0.1516666785589832,2.575930499764461,15.44484192088071,10.09674639275017,7.722420960440353,5.048373196375084,"45","45"
"04","0007","A","1","045",25,28.29423600434458,1.196361111111111,2.146527098301728,1.683797827552591,0.05137527001350598,1.060314602473447,6.173347443569539,3.869069130245796,3.08667372178477,1.934534565122898,"45","45"
"04","0007","A","1","237",10,254.6481240391012,1.34605,3.619290162378681,2.738483061791928,0.1198394848785214,0.449076771027518,6.787187796942147,1.314519526736462,3.393593898471074,0.6572597633682308,"45","45"
"04","0007","A","1","237",15,31.83101550488765,0.62805625,1.701506298736107,1.424799305517828,0.04694572830036373,0.2535375982928119,2.496631170840243,0.6133443813482982,1.248315585420122,0.3066721906741491,"45","45"
"04","0007","A","1","237",20,31.83101550488765,1.092025,3.21023498558209,2.739730669115676,0.0713095627930682,0.4776387315038026,4.64727109520975,1.066444921202321,2.323635547604875,0.5332224606011605,"45","45"
"04","0007","A","1","237",25,14.14711800217229,0.7540027777777778,2.233729931169746,1.925757836848853,0.04197222774654474,0.3515386735933506,3.12411959431055,0.7363406817001017,1.562059797155275,0.3681703408500508,"45","45"
"15","0009","A","1","055",25,14.14711800217229,0.711211111111111,2.829391804460382,2.326892854949797,0.09624165506642531,0.4311442968031404,5.199959604709417,3.250898925561756,2.599979802354708,1.625449462780878,"45","45"
"17","0010","A","1","026",25,14.14711800217229,0.8070027777777778,5.867431420899363,3.715989797039241,0.2057253522560459,0.2223715791586362,2.942496075354077,0.6446704086367402,1.471248037677039,0.3223352043183701,"45","45"
"17","0010","A","1","045",30,14.14711800217229,0.9280111111111109,1.8212203994235,1.497006344450227,0.03207105760221045,0.9311595198139286,6.143605410125635,3.001216864354957,3.071802705062817,1.500608432177478,"45","45"
"17","0010","A","1","045",35,14.14711800217229,1.177225,2.242201339673342,1.866541506115619,0.03606952133578475,1.263467295580858,7.990628717881893,3.807182350338523,3.995314358940946,1.903591175169261,"45","45"
"01","0012","A","1","045",10,1400.564682215057,10.12415,22.49582528916875,12.61795651268424,0.9529537989037505,5.532937834631592,40.6178994076248,32.74181672337892,20.3089497038124,16.37090836168946,"45","45"
"01","0012","A","1","045",15,350.1411705537642,6.035987499999999,15.02903251904566,11.07962285528462,0.3938784868011661,4.173983918063058,25.3808290779548,19.5205717487005,12.6904145389774,9.760285874350249,"45","45"
"01","0012","A","1","045",20,63.6620310097753,1.76250625,3.442651160588924,2.576069719184278,0.09277136129913299,1.385440622124246,8.511569516060966,5.700000159155077,4.255784758030483,2.850000079577538,"45","45"
"01","0012","A","1","045",25,14.14711800217229,0.6426694444444444,1.300461821795892,1.040694534304462,0.02665056696001594,0.5811720389592566,3.895081891789341,2.07841301874387,1.94754094589467,1.039206509371935,"45","45"
"01","0012","A","1","237",10,127.3240620195506,0.7482249999999999,1.90041186846046,1.447698229808452,0.06600626497154675,0.2534112552999001,3.333901673993106,0.7306982451561153,1.666950836996553,0.3653491225780576,"45","45"
"01","0012","A","1","237",15,63.6620310097753,1.35908125,4.115593360621157,3.469396314795948,0.0998786616055333,0.5552085388903303,6.494231575305912,1.327245526946546,3.247115787652956,0.6636227634732732,"45","45"
"04","0015","A","1","045",15,31.83101550488765,0.4830250000000001,0.909187515080486,0.5790150282107123,0.03354699386684337,0.3202811904448701,1.966905491345805,1.562117908447633,0.9834527456729025,0.7810589542238167,"45","45"
"04","0015","A","1","045",20,127.3240620195506,3.831975,8.611167949953041,6.709772279274771,0.1932982328413132,3.095871320028994,18.72765183895932,12.39272661295713,9.363825919479662,6.196363306478567,"45","45"
"04","0015","A","1","045",25,14.14711800217229,0.7980444444444446,2.875600740179953,2.337599128737421,0.02973909504764159,0.7672827157962421,5.121149856985642,2.580900612605578,2.560574928492821,1.290450306302789,"45","45"
